year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1991,28,0,suicide,18-20 yrs,11,139821,19.050514221191406,0,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,7.867201805114746
1991,28,0,homicide,18-20 yrs,44,139821,19.050514221191406,0,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,31.468807220458984
1991,28,0,other external,18-20 yrs,25,139821,19.050514221191406,0,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,17.880002975463867
1991,28,0,internal,18-20 yrs,25,139821,19.050514221191406,0,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,17.880002975463867
1991,28,0,all,21-24 yrs,225,159957,22.4105224609375,1,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,140.6627960205078
1991,28,0,MVA,21-24 yrs,79,159957,22.4105224609375,1,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,49.38827133178711
1991,28,0,suicide,21-24 yrs,22,159957,22.4105224609375,1,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,13.75369644165039
1991,28,0,homicide,21-24 yrs,42,159957,22.4105224609375,1,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,26.257057189941406
1991,28,0,other external,21-24 yrs,25,159957,22.4105224609375,1,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,15.629199981689453
1991,28,0,internal,21-24 yrs,57,159957,22.4105224609375,1,0.3149779736995697,1.3200000524520874,0.09000000357627869,0.6399999856948853,2.049999952316284,35.63457489013672
1992,28,0,MVA,15-17 yrs,45,126792,16.006656646728516,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,35.4911994934082
1992,28,0,suicide,15-17 yrs,7,126792,16.006656646728516,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,5.520853042602539
1992,28,0,homicide,15-17 yrs,19,126792,16.006656646728516,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,14.985172271728516
1992,28,0,other external,15-17 yrs,15,126792,16.006656646728516,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,11.830399513244629
1992,28,0,internal,15-17 yrs,24,126792,16.006656646728516,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,18.928638458251953
1992,28,0,all,18-20 yrs,198,132785,19.042285919189453,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,149.1132354736328
1992,28,0,MVA,18-20 yrs,83,132785,19.042285919189453,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,62.50706100463867
1992,28,0,suicide,18-20 yrs,25,132785,19.042285919189453,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,18.82742691040039
1992,28,0,homicide,18-20 yrs,46,132785,19.042285919189453,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,34.6424674987793
1992,28,0,other external,18-20 yrs,20,132785,19.042285919189453,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,15.061942100524902
1992,28,0,internal,18-20 yrs,24,132785,19.042285919189453,0,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,18.074331283569336
1992,28,0,all,21-24 yrs,270,167997,22.397071838378906,1,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,160.7171630859375
1992,28,0,MVA,21-24 yrs,91,167997,22.397071838378906,1,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,54.167633056640625
1992,28,0,suicide,21-24 yrs,28,167997,22.397071838378906,1,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,16.666963577270508
1992,28,0,homicide,21-24 yrs,77,167997,22.397071838378906,1,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,45.83415222167969
1992,28,0,other external,21-24 yrs,28,167997,22.397071838378906,1,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,16.666963577270508
1992,28,0,internal,21-24 yrs,46,167997,22.397071838378906,1,0.3057733178138733,1.350000023841858,0.09000000357627869,0.6299999952316284,2.0799999237060547,27.381441116333008
1993,28,0,MVA,15-17 yrs,59,128732,16.000892639160156,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,45.83164978027344
1993,28,0,suicide,15-17 yrs,18,128732,16.000892639160156,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,13.982537269592285
1993,28,0,homicide,15-17 yrs,26,128732,16.000892639160156,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,20.196998596191406
1993,28,0,other external,15-17 yrs,16,128732,16.000892639160156,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,12.428921699523926
1993,28,0,internal,15-17 yrs,24,128732,16.000892639160156,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,18.643383026123047
1993,28,0,all,18-20 yrs,187,129856,19.01005744934082,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,144.0056610107422
1993,28,0,MVA,18-20 yrs,82,129856,19.01005744934082,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,63.14686965942383
1993,28,0,suicide,18-20 yrs,24,129856,19.01005744934082,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,18.482011795043945
1993,28,0,homicide,18-20 yrs,46,129856,19.01005744934082,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,35.42385482788086
1993,28,0,other external,18-20 yrs,18,129856,19.01005744934082,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,13.8615083694458
1993,28,0,internal,18-20 yrs,17,129856,19.01005744934082,0,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,13.091423988342285
1993,28,0,all,21-24 yrs,285,174519,22.438329696655273,1,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,163.30599975585938
1993,28,0,MVA,21-24 yrs,94,174519,22.438329696655273,1,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,53.86233139038086
1993,28,0,suicide,21-24 yrs,26,174519,22.438329696655273,1,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,14.898091316223145
1993,28,0,homicide,21-24 yrs,81,174519,22.438329696655273,1,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,46.41328430175781
1993,28,0,other external,21-24 yrs,24,174519,22.438329696655273,1,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,13.752084732055664
1993,28,0,internal,21-24 yrs,60,174519,22.438329696655273,1,0.29688581824302673,1.3700000047683716,0.10000000149011612,0.6299999952316284,2.109999895095825,34.380210876464844
1994,28,0,MVA,15-17 yrs,52,132171,16.00772476196289,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,39.34297180175781
1994,28,0,suicide,15-17 yrs,13,132171,16.00772476196289,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,9.835742950439453
1994,28,0,homicide,15-17 yrs,30,132171,16.00772476196289,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,22.69786834716797
1994,28,0,other external,15-17 yrs,20,132171,16.00772476196289,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,15.131912231445312
1994,28,0,internal,15-17 yrs,23,132171,16.00772476196289,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,17.40169906616211
1994,28,0,all,18-20 yrs,190,129938,19.006988525390625,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,146.2235870361328
1994,28,0,MVA,18-20 yrs,85,129938,19.006988525390625,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,65.41581726074219
1994,28,0,suicide,18-20 yrs,15,129938,19.006988525390625,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,11.543967247009277
1994,28,0,homicide,18-20 yrs,54,129938,19.006988525390625,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,41.55828094482422
1994,28,0,other external,18-20 yrs,18,129938,19.006988525390625,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,13.852760314941406
1994,28,0,internal,18-20 yrs,18,129938,19.006988525390625,0,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,13.852760314941406
1994,28,0,all,21-24 yrs,278,174638,22.506343841552734,1,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,159.18643188476562
1994,28,0,MVA,21-24 yrs,93,174638,22.506343841552734,1,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,53.253013610839844
1994,28,0,suicide,21-24 yrs,32,174638,22.506343841552734,1,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,18.323617935180664
1994,28,0,homicide,21-24 yrs,54,174638,22.506343841552734,1,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,30.921104431152344
1994,28,0,other external,21-24 yrs,29,174638,22.506343841552734,1,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,16.60577964782715
1994,28,0,internal,21-24 yrs,70,174638,22.506343841552734,1,0.28947368264198303,1.2799999713897705,0.07999999821186066,0.6299999952316284,2,40.082916259765625
1995,28,0,MVA,15-17 yrs,62,135774,15.995095252990723,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,45.664119720458984
1995,28,0,suicide,15-17 yrs,14,135774,15.995095252990723,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,10.31125259399414
1995,28,0,homicide,15-17 yrs,25,135774,15.995095252990723,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,18.41295051574707
1995,28,0,other external,15-17 yrs,17,135774,15.995095252990723,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,12.520806312561035
1995,28,0,internal,15-17 yrs,25,135774,15.995095252990723,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,18.41295051574707
1995,28,0,all,18-20 yrs,172,132454,19.000022888183594,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,129.8563995361328
1995,28,0,MVA,18-20 yrs,68,132454,19.000022888183594,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,51.33857727050781
1995,28,0,suicide,18-20 yrs,21,132454,19.000022888183594,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,15.854560852050781
1995,28,0,homicide,18-20 yrs,34,132454,19.000022888183594,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,25.669288635253906
1995,28,0,other external,18-20 yrs,26,132454,19.000022888183594,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,19.62945556640625
1995,28,0,internal,18-20 yrs,23,132454,19.000022888183594,0,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,17.364519119262695
1995,28,0,all,21-24 yrs,245,170972,22.536632537841797,1,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,143.29832458496094
1995,28,0,MVA,21-24 yrs,99,170972,22.536632537841797,1,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,57.90421676635742
1995,28,0,suicide,21-24 yrs,28,170972,22.536632537841797,1,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,16.376951217651367
1995,28,0,homicide,21-24 yrs,50,170972,22.536632537841797,1,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,29.24455451965332
1995,28,0,other external,21-24 yrs,29,170972,22.536632537841797,1,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,16.961841583251953
1995,28,0,internal,21-24 yrs,39,170972,22.536632537841797,1,0.2814960777759552,1.3600000143051147,0.09000000357627869,0.6100000143051147,2.059999942779541,22.810752868652344
1996,28,0,MVA,15-17 yrs,55,138059,16.00477409362793,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,39.83803939819336
1996,28,0,suicide,15-17 yrs,5,138059,16.00477409362793,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,3.6216399669647217
1996,28,0,homicide,15-17 yrs,21,138059,16.00477409362793,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,15.210887908935547
1996,28,0,other external,15-17 yrs,24,138059,16.00477409362793,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,17.383872985839844
1996,28,0,internal,15-17 yrs,27,138059,16.00477409362793,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,19.556856155395508
1996,28,0,all,18-20 yrs,206,133996,18.99472427368164,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,153.73593139648438
1996,28,0,MVA,18-20 yrs,94,133996,18.99472427368164,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,70.1513442993164
1996,28,0,suicide,18-20 yrs,16,133996,18.99472427368164,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,11.940654754638672
1996,28,0,homicide,18-20 yrs,40,133996,18.99472427368164,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,29.85163688659668
1996,28,0,other external,18-20 yrs,25,133996,18.99472427368164,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,18.65727424621582
1996,28,0,internal,18-20 yrs,31,133996,18.99472427368164,0,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,23.135019302368164
1996,28,0,all,21-24 yrs,230,165035,22.504608154296875,1,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,139.3643798828125
1996,28,0,MVA,21-24 yrs,94,165035,22.504608154296875,1,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,56.95761489868164
1996,28,0,suicide,21-24 yrs,25,165035,22.504608154296875,1,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,15.14830207824707
1996,28,0,homicide,21-24 yrs,52,165035,22.504608154296875,1,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,31.508468627929688
1996,28,0,other external,21-24 yrs,19,165035,22.504608154296875,1,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,11.512709617614746
1996,28,0,internal,21-24 yrs,40,165035,22.504608154296875,1,0.27342256903648376,1.3700000047683716,0.09000000357627869,0.6200000047683716,2.0799999237060547,24.23728370666504
1970,29,0,MVA,15-17 yrs,100,262748,15.977225303649902,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,38.05928039550781
1970,29,0,suicide,15-17 yrs,15,262748,15.977225303649902,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,5.708892345428467
1970,29,0,homicide,15-17 yrs,24,262748,15.977225303649902,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,9.134227752685547
1970,29,0,other external,15-17 yrs,56,262748,15.977225303649902,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,21.31319808959961
1970,29,0,internal,15-17 yrs,76,262748,15.977225303649902,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,28.9250545501709
1970,29,0,all,18-20 yrs,394,243679,18.96086311340332,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,161.68812561035156
1970,29,0,MVA,18-20 yrs,181,243679,18.96086311340332,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,74.278045654296875
1970,29,0,suicide,18-20 yrs,23,243679,18.96086311340332,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,9.43864631652832
1970,29,0,homicide,18-20 yrs,42,243679,18.96086311340332,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,17.235790252685547
1970,29,0,other external,18-20 yrs,57,243679,18.96086311340332,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,23.391427993774414
1970,29,0,internal,18-20 yrs,91,243679,18.96086311340332,0,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,37.34421157836914
1970,29,0,all,21-24 yrs,456,278627,22.430492401123047,1,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,163.65965270996094
1970,29,0,MVA,21-24 yrs,168,278627,22.430492401123047,1,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,60.2956657409668
1970,29,0,suicide,21-24 yrs,25,278627,22.430492401123047,1,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,8.972569465637207
1970,29,0,homicide,21-24 yrs,60,278627,22.430492401123047,1,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,21.53416633605957
1970,29,0,other external,21-24 yrs,65,278627,22.430492401123047,1,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,23.32868003845215
1970,29,0,internal,21-24 yrs,138,278627,22.430492401123047,1,0.07731958478689194,1.1200000047683716,0.1899999976158142,1,2.319999933242798,49.52857971191406
1971,29,0,MVA,15-17 yrs,119,270772,15.983738899230957,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,43.94841384887695
1971,29,0,suicide,15-17 yrs,12,270772,15.983738899230957,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,4.431772708892822
1971,29,0,homicide,15-17 yrs,27,270772,15.983738899230957,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,9.971488952636719
1971,29,0,other external,15-17 yrs,68,270772,15.983738899230957,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,25.113380432128906
1971,29,0,internal,15-17 yrs,74,270772,15.983738899230957,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,27.329265594482422
1971,29,0,all,18-20 yrs,341,253868,18.983932495117188,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,134.32177734375
1971,29,0,MVA,18-20 yrs,163,253868,18.983932495117188,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,64.20659637451172
1971,29,0,suicide,18-20 yrs,19,253868,18.983932495117188,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,7.484204292297363
1971,29,0,homicide,18-20 yrs,26,253868,18.983932495117188,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,10.24154281616211
1971,29,0,other external,18-20 yrs,50,253868,18.983932495117188,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,19.695274353027344
1971,29,0,internal,18-20 yrs,83,253868,18.983932495117188,0,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,32.694156646728516
1971,29,0,all,21-24 yrs,457,305992,22.541017532348633,1,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,149.35031127929688
1971,29,0,MVA,21-24 yrs,177,305992,22.541017532348633,1,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,57.84465026855469
1971,29,0,suicide,21-24 yrs,33,305992,22.541017532348633,1,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,10.784595489501953
1971,29,0,homicide,21-24 yrs,54,305992,22.541017532348633,1,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,17.647520065307617
1971,29,0,other external,21-24 yrs,76,305992,22.541017532348633,1,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,24.837249755859375
1971,29,0,internal,21-24 yrs,117,305992,22.541017532348633,1,0.14814814925193787,1.1299999952316284,0.1899999976158142,0.9399999976158142,2.2699999809265137,38.23629379272461
1972,29,0,MVA,15-17 yrs,140,278123,15.979635238647461,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,50.337440490722656
1972,29,0,suicide,15-17 yrs,18,278123,15.979635238647461,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,6.471956729888916
1972,29,0,homicide,15-17 yrs,28,278123,15.979635238647461,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,10.067487716674805
1972,29,0,other external,15-17 yrs,74,278123,15.979635238647461,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,26.60693359375
1972,29,0,internal,15-17 yrs,60,278123,15.979635238647461,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,21.57318878173828
1972,29,0,all,18-20 yrs,358,257658,18.977548599243164,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,138.94387817382812
1972,29,0,MVA,18-20 yrs,188,257658,18.977548599243164,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,72.964935302734375
1972,29,0,suicide,18-20 yrs,16,257658,18.977548599243164,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,6.209782123565674
1972,29,0,homicide,18-20 yrs,42,257658,18.977548599243164,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,16.300678253173828
1972,29,0,other external,18-20 yrs,52,257658,18.977548599243164,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,20.181791305541992
1972,29,0,internal,18-20 yrs,60,257658,18.977548599243164,0,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,23.28668212890625
1972,29,0,all,21-24 yrs,396,304003,22.492385864257812,1,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,130.26187133789062
1972,29,0,MVA,21-24 yrs,142,304003,22.492385864257812,1,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,46.71006393432617
1972,29,0,suicide,21-24 yrs,38,304003,22.492385864257812,1,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,12.499876976013184
1972,29,0,homicide,21-24 yrs,52,304003,22.492385864257812,1,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,17.10509490966797
1972,29,0,other external,21-24 yrs,68,304003,22.492385864257812,1,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,22.368200302124023
1972,29,0,internal,21-24 yrs,96,304003,22.492385864257812,1,0.1435406655073166,1.1299999952316284,0.1899999976158142,0.9200000166893005,2.240000009536743,31.578636169433594
1973,29,0,MVA,15-17 yrs,137,282960,15.985376358032227,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,48.4167366027832
1973,29,0,suicide,15-17 yrs,8,282960,15.985376358032227,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,2.8272547721862793
1973,29,0,homicide,15-17 yrs,27,282960,15.985376358032227,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,9.541984558105469
1973,29,0,other external,15-17 yrs,58,282960,15.985376358032227,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,20.497596740722656
1973,29,0,internal,15-17 yrs,74,282960,15.985376358032227,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,26.15210723876953
1973,29,0,all,18-20 yrs,396,263951,18.977230072021484,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,150.02784729003906
1973,29,0,MVA,18-20 yrs,182,263951,18.977230072021484,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,68.95219421386719
1973,29,0,suicide,18-20 yrs,32,263951,18.977230072021484,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,12.123462677001953
1973,29,0,homicide,18-20 yrs,39,263951,18.977230072021484,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,14.775469779968262
1973,29,0,other external,18-20 yrs,66,263951,18.977230072021484,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,25.004640579223633
1973,29,0,internal,18-20 yrs,77,263951,18.977230072021484,0,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,29.172080993652344
1973,29,0,all,21-24 yrs,444,309430,22.48242950439453,1,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,143.48963928222656
1973,29,0,MVA,21-24 yrs,152,309430,22.48242950439453,1,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,49.122581481933594
1973,29,0,suicide,21-24 yrs,39,309430,22.48242950439453,1,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,12.603819847106934
1973,29,0,homicide,21-24 yrs,67,309430,22.48242950439453,1,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,21.6527156829834
1973,29,0,other external,21-24 yrs,76,309430,22.48242950439453,1,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,24.561290740966797
1973,29,0,internal,21-24 yrs,110,309430,22.48242950439453,1,0.13513512909412384,1.149999976158142,0.20000000298023224,0.8500000238418579,2.200000047683716,35.54923629760742
1974,29,0,MVA,15-17 yrs,99,285624,15.996075630187988,0,0.1217038556933403,1.1799999475479126,0.18000000715255737,0.9100000262260437,2.2699999809265137,34.660953521728516
1974,29,0,suicide,15-17 yrs,15,285624,15.996075630187988,0,0.1217038556933403,1.1799999475479126,0.18000000715255737,0.9100000262260437,2.2699999809265137,5.251659393310547
